[4.152973, 1.607474, 2.040303];18.164;18.33;18.247
[4.152973, 1.607474, 2.040303];18.33;18.111;18.2205
[4.152973, 1.607474, 2.040303];18.557;18.339;18.448
[4.152973, 1.607474, 2.040303];18.111;18.083;18.097
[4.152973, 1.607474, 2.040303];18.215;18.002;18.1085
[4.152973, 1.607474, 2.040303];18.339;18.118;18.228499999999997
[4.152973, 1.607474, 2.040303];18.13;18.25;18.189999999999998
[4.152973, 1.607474, 2.040303];18.083;18.345;18.214
[4.152973, 1.607474, 2.040303];18.331;18.237;18.284
[4.152973, 1.607474, 2.040303];18.002;18.265;18.133499999999998
