[5.695248, 2.231621, 1.388849];39.234;38.731;38.9825
[5.695248, 2.231621, 1.388849];38.731;40.801;39.766000000000005
[5.695248, 2.231621, 1.388849];38.226;39.78;39.003
[5.695248, 2.231621, 1.388849];40.801;39.206;40.0035
[5.695248, 2.231621, 1.388849];39.446;39.411;39.4285
[5.695248, 2.231621, 1.388849];39.78;39.171;39.4755
[5.695248, 2.231621, 1.388849];38.702;39.249;38.9755
[5.695248, 2.231621, 1.388849];39.206;39.852;39.528999999999996
[5.695248, 2.231621, 1.388849];39.282;38.966;39.123999999999995
[5.695248, 2.231621, 1.388849];39.411;39.643;39.527
