[3.695408, 2.403433, 1.428352];22.678;22.732;22.705
[3.695408, 2.403433, 1.428352];22.732;22.669;22.700499999999998
[3.695408, 2.403433, 1.428352];22.458;22.686;22.572
[3.695408, 2.403433, 1.428352];22.669;22.398;22.5335
[3.695408, 2.403433, 1.428352];22.708;22.78;22.744
[3.695408, 2.403433, 1.428352];22.686;22.956;22.820999999999998
[3.695408, 2.403433, 1.428352];22.463;22.655;22.559
[3.695408, 2.403433, 1.428352];22.398;22.409;22.4035
[3.695408, 2.403433, 1.428352];23.16;22.562;22.861
[3.695408, 2.403433, 1.428352];22.78;22.542;22.661
